Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"55.715559, -2.403535",01/01/2017,42.2,36.6,38.6,27.9,,0.24,0,0,18.3,219.58,30,27.2,53.8,79.63,"Rain, Partially cloudy"
"55.715559, -2.403535",01/02/2017,39.3,32.1,35.7,24.9,,0.02,0,0,16.1,283.75,30,29.7,45.8,80.26,"Rain, Partially cloudy"
"55.715559, -2.403535",01/03/2017,46.5,36.8,43,30,,0,0,0,24.1,259.17,33.9,31.1,75.9,84.68,Overcast
"55.715559, -2.403535",01/04/2017,45.8,36.6,39.8,31.7,,0,0,0,13.8,327.08,27.7,29.9,75.6,65.51,Overcast
"55.715559, -2.403535",01/05/2017,36.6,29.9,33.2,23.9,,0,0,0,8,247.13,,30.5,75.6,80.44,Overcast
"55.715559, -2.403535",01/06/2017,46.5,32.3,42.3,29,,0.06,0,0,18.3,222.71,32.2,23.9,93.7,93.45,"Rain, Overcast"
"55.715559, -2.403535",01/07/2017,46.7,42.2,44.5,38.5,,0,0,0,8,241.79,,28.7,91.3,96.36,Overcast
"55.715559, -2.403535",01/08/2017,47.4,39.3,45.3,34.4,,0,0,0,14.9,221.25,,29.6,89.7,94.43,Overcast
"55.715559, -2.403535",01/09/2017,48.3,38.4,43.6,28.9,,0.04,0,0,28.8,224.58,39.9,26.1,69.9,87.2,"Rain, Partially cloudy"
"55.715559, -2.403535",01/10/2017,47.4,36.8,43.5,28.1,,0.03,0,0,21.9,244.58,32.9,20.1,61,82.55,"Rain, Partially cloudy"
"55.715559, -2.403535",01/11/2017,50.3,36.6,41.2,25.5,,0,0,0,35.5,262.08,55.9,23.8,37.4,73.63,Partially cloudy
"55.715559, -2.403535",01/12/2017,35.9,29,33.1,20.5,,0.01,1.56,1.56,19.4,247.92,32.6,28.5,44.2,85.09,"Snow, Partially cloudy"
"55.715559, -2.403535",01/13/2017,37.7,27.6,33.9,19.2,,0.02,0,1.31,28.8,289.58,42.7,28.5,53.5,73.08,"Rain, Partially cloudy"
"55.715559, -2.403535",01/14/2017,39.5,28.1,33.4,20.9,,0,0,0.92,13.9,257.17,16.1,29.1,43.8,80.96,Partially cloudy
"55.715559, -2.403535",01/15/2017,49.4,34.1,43.2,26.7,,0.31,0,0.52,12.7,269.58,,22.7,90.8,95.3,"Rain, Overcast"
"55.715559, -2.403535",01/16/2017,50.1,42,45.4,36.7,,0.01,0,0,9.1,235.13,,25.3,82.9,95,"Rain, Overcast"
"55.715559, -2.403535",01/17/2017,51.2,42.2,46.2,39.2,,0.05,0,0,12.7,226.29,,27.2,83.9,97.07,"Rain, Overcast"
"55.715559, -2.403535",01/18/2017,46.5,43.1,45.5,39.3,,0,0,0,13.8,227.96,24.2,28,99.3,88.39,Overcast
"55.715559, -2.403535",01/19/2017,45.8,40.4,42.7,36.3,,0,0,0,9.1,239.17,,26.6,100,88.06,Overcast
"55.715559, -2.403535",01/20/2017,41.3,36.8,38.9,32.4,,0,0,0,8,223.04,,16.8,99.6,94.67,Overcast
"55.715559, -2.403535",01/21/2017,35,28.7,32.5,25.9,,0,0,0,6.9,227.04,,3.4,79.1,98.66,Overcast
"55.715559, -2.403535",01/22/2017,37.5,34.1,35.7,28.4,,0.02,0,0,10.3,218.83,,6.9,92.1,94.61,"Rain, Overcast"
"55.715559, -2.403535",01/23/2017,41.1,31.7,37.1,24.5,,0,0,0,10.3,229.25,,8.1,75.6,88.48,Overcast
"55.715559, -2.403535",01/24/2017,48.3,36.8,44.3,32.9,,0,0,0,19.4,212.96,35.8,17.6,96.2,93.03,Overcast
"55.715559, -2.403535",01/25/2017,48.3,34.8,44.3,28.5,,0,0,0,24.1,215.42,34.5,24,73.9,84.98,Partially cloudy
"55.715559, -2.403535",01/26/2017,35.9,27.2,30.8,19.3,,0.01,0,0,11.4,161.92,,5,76.6,90.71,"Rain, Overcast"
"55.715559, -2.403535",01/27/2017,32.3,23.6,28.3,17.2,,0,0,0,6.9,214,,2.6,57.6,93.44,Partially cloudy
"55.715559, -2.403535",01/28/2017,35.9,30.3,33.8,26.7,,0.08,0,0,10.3,225.88,,8.1,85.4,97.67,"Rain, Overcast"
"55.715559, -2.403535",01/29/2017,41.3,30.3,34.4,24.3,,0.02,0,0,10.2,238,,23.1,62.7,94.13,"Rain, Partially cloudy"
"55.715559, -2.403535",01/30/2017,37.7,26.7,32.9,22.4,,0.01,0,0,10.3,186.17,20.8,14.7,61.3,97.02,"Rain, Partially cloudy"
"55.715559, -2.403535",01/31/2017,42.2,37.7,40.7,31.7,,0.08,0,0,16.1,176.71,28.9,15.4,95,93.54,"Rain, Overcast"
"55.715559, -2.403535",02/01/2017,49.4,39.5,43,35.6,,0.04,0,0,16.1,177.17,,9,75.4,96.23,"Rain, Overcast"
"55.715559, -2.403535",02/02/2017,51.2,40.4,47.4,36.3,,0,0,0,20.8,139.21,39.9,22.1,79.6,89.23,Overcast
"55.715559, -2.403535",02/03/2017,49.4,43.1,45.6,36.1,,0,0,0,25.3,157.5,42.7,21.7,70,80.29,Partially cloudy
"55.715559, -2.403535",02/04/2017,44,32.3,39,26.7,,0.1,0,0,23,183.71,33.2,24.5,59.7,89.02,"Rain, Partially cloudy"
"55.715559, -2.403535",02/05/2017,40.4,32.3,36.2,25.9,,0.01,0,0,9.2,192.13,,13.6,74.9,92.67,"Rain, Partially cloudy"
"55.715559, -2.403535",02/06/2017,41.1,27.2,34.8,24.6,,0.01,0,0,16.1,186.29,31.1,13.5,71.4,91.51,"Rain, Partially cloudy"
"55.715559, -2.403535",02/07/2017,44.9,35.9,39.2,30.1,,0.15,0,0,11.4,146.63,28.9,19.7,85.8,94.03,"Rain, Overcast"
"55.715559, -2.403535",02/08/2017,38.6,34.1,36.9,29,,0.02,0,0,11.4,102.88,,17.7,90.8,93.81,"Rain, Overcast"
"55.715559, -2.403535",02/09/2017,36.8,32.1,33.7,25.4,,0.01,0,0,11.4,72.17,31.1,26,88.8,92.36,"Rain, Overcast"
"55.715559, -2.403535",02/10/2017,35.9,31.7,33.2,23.4,,0.02,0,0,12.7,150.79,,25.2,81.2,90.73,"Rain, Overcast"
"55.715559, -2.403535",02/11/2017,38.4,33,36.8,25.8,,0.47,0,0,26.4,59.58,35.8,11.3,76.3,92.69,"Rain, Overcast"
"55.715559, -2.403535",02/12/2017,37.5,35,36.5,23.7,,0.1,0,0,21.9,64.17,36.3,18.6,89.2,84.92,"Rain, Overcast"
"55.715559, -2.403535",02/13/2017,40.4,37.7,39.3,28.8,,0.04,0,0,18.3,83.33,31.1,5.7,99.6,91.78,"Rain, Overcast"
"55.715559, -2.403535",02/14/2017,43.8,36.8,40.4,31.5,,0,0,0,18.3,122.54,,4.9,81.7,87.64,Overcast
"55.715559, -2.403535",02/15/2017,52,39.5,44.6,36.5,,0,0,0,11.4,203.67,,9.3,77.8,87.82,Overcast
"55.715559, -2.403535",02/16/2017,48.5,42.2,45.6,34.6,,0.01,0,0,20.8,232.5,33.3,23.5,73.6,85.55,"Rain, Partially cloudy"
"55.715559, -2.403535",02/17/2017,48.3,35.9,43.3,29.5,,0,0,0,12.7,237.79,,25.7,66,91.1,Partially cloudy
"55.715559, -2.403535",02/18/2017,49.2,46.7,47.9,39.6,,0.01,0,0,25.2,222.96,30.8,20.8,85.4,88.39,"Rain, Overcast"
"55.715559, -2.403535",02/19/2017,53,45.6,48.5,38.9,,0,0,0,17.2,236.71,33.3,28.1,74,85.45,Partially cloudy
"55.715559, -2.403535",02/20/2017,55.5,44.7,51,37.8,,0,0,0,24.1,250,39.9,24.3,77.1,79.16,Overcast
"55.715559, -2.403535",02/21/2017,52.1,39.3,45.4,33.1,,0,0,0,26.4,233.75,41.6,21.5,61.8,83.87,Partially cloudy
"55.715559, -2.403535",02/22/2017,46.7,38.4,42.8,32,,0.03,0,0,25.3,259.17,40.2,26.9,49.5,74.15,"Rain, Partially cloudy"
"55.715559, -2.403535",02/23/2017,38.6,34.8,36.4,23.7,,1.12,0,0,20.8,196.33,37.8,16.4,85,94.71,"Rain, Overcast"
"55.715559, -2.403535",02/24/2017,43.1,34.1,38.2,28.4,,0.02,0,0,15,240.83,31.1,27.6,70.5,86.21,"Rain, Partially cloudy"
"55.715559, -2.403535",02/25/2017,52.1,39.5,46,32.6,,0.2,0,0,33.3,233.75,43.8,24.1,80,87.98,"Rain, Overcast"
"55.715559, -2.403535",02/26/2017,49.2,38.6,43.4,30.5,,0.1,0,0,28.8,221.67,49.4,25.3,70.4,87.45,"Rain, Partially cloudy"
"55.715559, -2.403535",02/27/2017,41.3,34.1,37.8,27,,0.04,0.77,0.77,20.7,185,28.9,30.1,64.3,87.87,"Snow, Partially cloudy"
"55.715559, -2.403535",02/28/2017,44,29.9,36.6,23.4,,0,0,0.52,10.2,256.38,,28.5,58.2,80.61,Partially cloudy
"55.715559, -2.403535",03/01/2017,42.9,29.9,35.8,23.4,,0,0,0.39,12.7,235.04,,30,43.5,85.8,Partially cloudy
"55.715559, -2.403535",03/02/2017,44.9,28.7,37.1,24.3,,0.02,0,0,20.8,241.21,34.1,29.5,49,82.43,"Rain, Partially cloudy"
"55.715559, -2.403535",03/03/2017,41.3,33.9,37.7,26.7,,0.01,0,0,11.4,131.04,,23.7,84.6,95.3,"Rain, Overcast"
"55.715559, -2.403535",03/04/2017,47.5,38.4,42.1,29.7,,0.39,0,0,16.1,79.17,33.3,9.4,82.7,97.14,"Rain, Overcast"
"55.715559, -2.403535",03/05/2017,47.4,34.1,40.7,31.3,,0.05,0,0,11.4,185,,22.9,70.3,90.93,"Rain, Partially cloudy"
"55.715559, -2.403535",03/06/2017,44.9,35.9,39.9,30.2,,0.12,0,0,8,202.38,,24.8,72.2,91.75,"Rain, Partially cloudy"
"55.715559, -2.403535",03/07/2017,46.5,33,40.1,28.4,,0.01,0,0,16.1,218.42,21.9,28.1,64.1,85.71,"Rain, Partially cloudy"
"55.715559, -2.403535",03/08/2017,51.9,39.5,44.4,34,,0.12,0,0,26.4,232.96,47.2,17.5,50.2,80.55,"Rain, Partially cloudy"
"55.715559, -2.403535",03/09/2017,51,37.7,44.6,34,,0,0,0,24.1,260.83,36.9,28,34.9,74.17,Partially cloudy
"55.715559, -2.403535",03/10/2017,49.4,35.7,42.6,30.2,,0,0,0,6.9,203.42,,24.3,84.2,91.09,Overcast
"55.715559, -2.403535",03/11/2017,51.2,45.8,47.9,41.8,,0.02,0,0,13.8,209.75,,17.5,86.3,95.12,"Rain, Overcast"
"55.715559, -2.403535",03/12/2017,53,41.3,47.8,39.2,,0.02,0,0,16.1,217.54,,19.3,75.7,89.25,"Rain, Overcast"
"55.715559, -2.403535",03/13/2017,53,38.4,45.7,30.3,,0,0,0,20.8,235,32.2,14.3,77.7,80.15,Overcast
"55.715559, -2.403535",03/14/2017,53,42.2,49,36.9,,0.01,0,0,28.8,240.83,48.9,18.1,60.3,74.93,"Rain, Partially cloudy"
"55.715559, -2.403535",03/15/2017,54.6,37.7,45.9,33.9,,0,0,0,20.8,229.67,36.2,15.4,57.2,80.13,Partially cloudy
"55.715559, -2.403535",03/16/2017,51.2,38.6,45.3,29.7,,0.08,0,0,24.1,237.54,40.5,26.1,71.5,83.31,"Rain, Partially cloudy"
"55.715559, -2.403535",03/17/2017,48.5,37.7,43.3,29.2,,0.02,0,0,21.9,232.5,36.9,23,79.1,88.26,"Rain, Overcast"
"55.715559, -2.403535",03/18/2017,51,40.2,44.9,35.4,,0.2,0,0,17.2,148.54,33.3,15.2,85.8,91.71,"Rain, Overcast"
"55.715559, -2.403535",03/19/2017,53,41.1,48.2,35.9,,0.36,0,0,18.3,229.17,34.5,20.9,63.9,86.01,"Rain, Partially cloudy"
"55.715559, -2.403535",03/20/2017,48.5,36.8,42.1,27,,0.13,0,0,24.1,235.88,42.1,24.7,45.5,80.57,"Rain, Partially cloudy"
"55.715559, -2.403535",03/21/2017,44.7,30.8,37.8,24.9,,0.05,0,0,23,243,41.7,29.6,43,74.19,"Rain, Partially cloudy"
"55.715559, -2.403535",03/22/2017,41.1,29.9,36.8,26,,0.12,0,0,23,105.83,35.8,22.8,81.4,90.71,"Rain, Overcast"
"55.715559, -2.403535",03/23/2017,43.8,37.7,40.8,27.2,,0.66,0,0,21.9,62.92,33.9,17.6,88.3,89.24,"Rain, Overcast"
"55.715559, -2.403535",03/24/2017,53,33.2,42.5,27,,0,0,0,10.3,225.46,,25.1,57.7,76.75,Partially cloudy
"55.715559, -2.403535",03/25/2017,61.8,34.1,46.6,28,,0,0,0,10.3,212.63,,28.1,49.6,62.26,Partially cloudy
"55.715559, -2.403535",03/26/2017,57.5,32.1,44.7,37.1,,0,0,0,11.4,196.48,,27.3,73,73.58,Partially cloudy
"55.715559, -2.403535",03/27/2017,53.7,33.9,42.9,31,,0,0,0,12.7,154.17,,24.8,74.7,84.02,Partially cloudy
"55.715559, -2.403535",03/28/2017,49.2,41.3,43.9,37.2,,0,0,0,8.1,153.71,,4.2,89.5,89.35,Overcast
"55.715559, -2.403535",03/29/2017,54.8,39.5,48.9,42,,0.03,0,0,13.8,205.67,33.3,12.1,84.2,94.85,"Rain, Overcast"
"55.715559, -2.403535",03/30/2017,55.5,50.3,52.2,,,0.15,0,0,20.8,209.5,33.3,17.2,85.2,95.43,"Rain, Overcast"
"55.715559, -2.403535",03/31/2017,54.8,49.2,51.6,45.2,,0.04,0,0,28.8,196.21,43.8,20.8,71.3,88.39,"Rain, Partially cloudy"
"55.715559, -2.403535",04/01/2017,54.8,45.8,48.9,40.8,,0.25,0,0,18.3,244.75,31.1,18.6,74.2,88.1,"Rain, Partially cloudy"
"55.715559, -2.403535",04/02/2017,55.7,41.1,47.8,36.7,,0,0,0,13.9,244.67,21.9,29.8,57.1,75.34,Partially cloudy
"55.715559, -2.403535",04/03/2017,54.6,37.5,45.8,32.2,,0,0,0,23,223.83,38.1,29.9,60.3,80.29,Partially cloudy
"55.715559, -2.403535",04/04/2017,53,44,48.6,38,,0,0,0,19.4,257.92,36.2,26.6,55.1,71.34,Partially cloudy
"55.715559, -2.403535",04/05/2017,53,44,47.8,37.6,,0,0,0,19.4,267.08,33.3,25.1,50.3,68.55,Partially cloudy
"55.715559, -2.403535",04/06/2017,55.5,33.9,46.3,28.6,,0,0,0,18.3,248.92,30.4,30,74.5,80.73,Partially cloudy
"55.715559, -2.403535",04/07/2017,51.2,40.2,46.3,36.1,,0,0,0,11.4,257.92,,30.9,93.4,79.05,Overcast
"55.715559, -2.403535",04/08/2017,60.2,33.9,47.6,30.8,,0,0,0,13.9,234.17,,24.9,56.9,72.7,Partially cloudy
"55.715559, -2.403535",04/09/2017,60.2,42.2,50.6,37.6,,0,0,0,24.1,241.29,31.4,21.2,59.6,73.49,Partially cloudy
"55.715559, -2.403535",04/10/2017,54.8,40.2,46.8,34.5,,0,0,0,17.2,271.25,31.1,28.7,58.3,66.47,Partially cloudy
"55.715559, -2.403535",04/11/2017,51.2,41.1,47.2,34.9,,0,0,0,27.5,247.08,41.9,27.6,87.9,74.78,Overcast
"55.715559, -2.403535",04/12/2017,55.7,41.1,49,35.4,,0,0,0,21.9,259.17,35.8,28.5,60.9,70.05,Partially cloudy
"55.715559, -2.403535",04/13/2017,53,39.3,45.5,31.8,,0,0,0,17.2,261.67,31.1,28.2,62.9,72.44,Partially cloudy
"55.715559, -2.403535",04/14/2017,50.3,41.3,45.4,36,,0,0,0,17.2,246.67,30,30.4,74.7,80.15,Partially cloudy
"55.715559, -2.403535",04/15/2017,51,37.7,44,30.6,,0,0,0,21.9,263.33,34.4,28.4,42.8,68.22,Partially cloudy
"55.715559, -2.403535",04/16/2017,47.4,38.6,42,30.8,,0.02,0,0,15,202.13,,25.6,74.2,79.99,"Rain, Partially cloudy"
"55.715559, -2.403535",04/17/2017,50.3,37.7,42.6,31.9,,0,0,0,18.3,208.67,,28.4,75,72.55,Partially cloudy
"55.715559, -2.403535",04/18/2017,50.1,31.2,41.2,25.4,,0.01,0,0,9.2,188.88,,30.1,70.8,70.18,"Rain, Partially cloudy"
"55.715559, -2.403535",04/19/2017,53.9,39.3,47.1,35,,0,0,0,15,225.58,4.7,29,85.4,74.18,Overcast
"55.715559, -2.403535",04/20/2017,59.1,48.5,53.6,44.9,,0,0,0,23,260.42,28.9,26.8,73.5,73.99,Partially cloudy
"55.715559, -2.403535",04/21/2017,59.1,42,50.2,40.2,,0.04,0,0,21.9,199.46,33.3,29.7,60.1,82.49,"Rain, Partially cloudy"
"55.715559, -2.403535",04/22/2017,50.1,35.9,44.1,31,,0,0,0,11.4,318.79,,29.7,77.4,65.46,Overcast
"55.715559, -2.403535",04/23/2017,56.4,35.9,46.7,33.9,,0,0,0,15,254.63,30.9,30.3,66.7,66.25,Partially cloudy
"55.715559, -2.403535",04/24/2017,49.4,33,42.9,27.1,,0,0,0,23,288.75,41,26.1,51.5,65.69,Partially cloudy
"55.715559, -2.403535",04/25/2017,43.8,32.3,37.5,25,,0.05,0,0,20.8,331.25,38,25.1,48.7,81.09,"Rain, Partially cloudy"
"55.715559, -2.403535",04/26/2017,45.8,33.2,40,25,,0,0,0,12.7,298.33,24.2,29.2,67.6,64.39,Partially cloudy
"55.715559, -2.403535",04/27/2017,55.7,39.5,45.3,33.9,,0.01,0,0,17.2,206.29,30,25.6,84.6,76.13,"Rain, Overcast"
"55.715559, -2.403535",04/28/2017,50.1,37.7,44.2,33.1,,0,0,0,9.2,223.5,,27.2,76.7,74.43,Overcast
"55.715559, -2.403535",04/29/2017,53.7,37.7,46.1,34.8,,0.01,0,0,12.7,156.67,,24,93.8,81.59,"Rain, Overcast"
"55.715559, -2.403535",04/30/2017,53.9,42.9,47.7,38.1,,0,0,0,18.3,96.29,36.9,12.8,68.8,79.81,Partially cloudy
"55.715559, -2.403535",05/01/2017,51.9,44.7,47.6,38.5,,0,0,0,13.9,55,29.9,6.9,98.7,87.28,Overcast
"55.715559, -2.403535",05/02/2017,51.9,44.9,47.4,40,,0.01,0,0,11.4,43.33,,7.1,94.6,91.06,"Rain, Overcast"
"55.715559, -2.403535",05/03/2017,56.4,38.4,48.2,34.8,,0,0,0,16.1,42.08,32.9,19.3,55.2,76.11,Partially cloudy
"55.715559, -2.403535",05/04/2017,54.6,42.9,47.8,36.7,,0,0,0,20.8,36.25,32.9,19.1,62.4,79.66,Partially cloudy
"55.715559, -2.403535",05/05/2017,53,42.2,46.9,35.8,,0,0,0,16.1,51.67,30.9,22.8,52.1,80.28,Partially cloudy
"55.715559, -2.403535",05/06/2017,52.1,42.2,46.4,36.2,,0,0,0,17.2,45.83,33.3,19.4,62.1,83.8,Partially cloudy
"55.715559, -2.403535",05/07/2017,50.1,44.7,47,37,,0.01,0,0,18.3,39.58,28.9,16.1,85,84.08,"Rain, Overcast"
"55.715559, -2.403535",05/08/2017,48.5,42.9,45.6,36.3,,0,0,0,19.5,24.58,33.3,19.8,94.5,70.46,Overcast
"55.715559, -2.403535",05/09/2017,60.1,42.2,49.2,38.3,,0,0,0,10.3,202.17,,25.1,61.5,66.58,Partially cloudy
"55.715559, -2.403535",05/10/2017,56.6,36.8,47.4,32.1,,0,0,0,12.7,186.96,,19,69.5,78.28,Partially cloudy
"55.715559, -2.403535",05/11/2017,61.8,35,48.2,33.3,,0,0,0,16.1,175.88,,15.4,44.6,76.74,Partially cloudy
"55.715559, -2.403535",05/12/2017,56.1,43.9,49.3,40.3,,0,0,0,11.8,57.08,,5.9,90.3,87.12,Overcast
"55.715559, -2.403535",05/13/2017,56.1,47.7,51.2,46.1,,0.08,0,0,18.7,142.17,35.3,7.2,88.7,87.09,"Rain, Overcast"
"55.715559, -2.403535",05/14/2017,59.9,46.6,53.3,43.5,,0.04,0,0,17.9,202.96,31.1,16.8,61.5,71.33,"Rain, Partially cloudy"
"55.715559, -2.403535",05/15/2017,58.5,43.1,51.6,41.6,,0.33,0,0,16.2,186.96,41.4,14.3,85.7,88.65,"Rain, Overcast"
"55.715559, -2.403535",05/16/2017,61.6,50.1,57.6,,,0.17,0,0,20.2,213.88,38,17.3,76.3,84.66,"Rain, Overcast"
"55.715559, -2.403535",05/17/2017,58,44.9,52.1,44.1,,0,0,0,9.6,245.63,,13,69.1,79.72,Partially cloudy
"55.715559, -2.403535",05/18/2017,58.6,41.3,51,38,,0,0,0,11.2,232.92,,14.4,70.2,73.45,Partially cloudy
"55.715559, -2.403535",05/19/2017,54.5,44,49.1,42.9,,0.04,0,0,8.5,138.46,,12.5,78.9,83.06,"Rain, Overcast"
"55.715559, -2.403535",05/20/2017,53.2,45.8,49,43.6,,0.26,0,0,11.7,245.33,32.2,13.7,79.4,89.34,"Rain, Overcast"
"55.715559, -2.403535",05/21/2017,57.4,41.7,50.7,37.8,,0.01,0,0,13.1,204.29,28.9,19.1,68.4,82.4,"Rain, Partially cloudy"
"55.715559, -2.403535",05/22/2017,60.8,46,53.9,44.3,,0.04,0,0,11.7,166.13,41.4,14.7,76,85.17,"Rain, Overcast"
"55.715559, -2.403535",05/23/2017,63,44.7,54.8,41.6,,0.05,0,0,13.6,257.33,30,19.8,66.6,73.87,"Rain, Partially cloudy"
"55.715559, -2.403535",05/24/2017,70.9,55.2,62.2,,,0,0,0,12.7,257.46,,20.4,69.1,78.01,Partially cloudy
"55.715559, -2.403535",05/25/2017,76.3,53.7,65,,,0,0,0,9.2,193.5,,18.3,42.7,81.91,Partially cloudy
"55.715559, -2.403535",05/26/2017,78,56.4,66.8,,,0,0,0,13.9,178.08,25.3,17.6,26.8,75.83,Partially cloudy
"55.715559, -2.403535",05/27/2017,71.6,53,63,,,0.04,0,0,12.7,172,31.1,20.7,51.8,83.94,"Rain, Partially cloudy"
"55.715559, -2.403535",05/28/2017,67.2,52.1,59.3,,,0,0,0,14.9,183.75,,22.7,80.4,86.58,Overcast
"55.715559, -2.403535",05/29/2017,53.7,50.1,51.3,,,0.02,0,0,9.2,73.75,,16.7,95,93.51,"Rain, Overcast"
"55.715559, -2.403535",05/30/2017,64.7,49.2,56.3,44.6,,0.02,0,0,18.3,234.33,35.8,19.9,61.9,82.38,"Rain, Partially cloudy"
"55.715559, -2.403535",05/31/2017,66.3,41.1,53.9,36.5,,0,0,0,9.2,195.08,,27.3,43,72.65,Partially cloudy
"55.715559, -2.403535",06/01/2017,63.8,48.5,57.1,46,,0.02,0,0,20.8,234.58,38,25,71.5,82.28,"Rain, Partially cloudy"
"55.715559, -2.403535",06/02/2017,65.6,52.8,58.4,,,0.06,0,0,13.9,218.75,,27.5,68.3,80.54,"Rain, Partially cloudy"
"55.715559, -2.403535",06/03/2017,66.4,42,55,39.1,,0,0,0,19.4,218.13,30,28.3,34.6,72.31,Partially cloudy
"55.715559, -2.403535",06/04/2017,59.1,41.3,51.4,39.2,,0.16,0,0,16.1,239.58,31.1,29.9,61.3,81.37,"Rain, Partially cloudy"
"55.715559, -2.403535",06/05/2017,63.6,45.8,52.4,45.3,,0.24,0,0,17.2,185.46,23,21.7,75.3,88.84,"Rain, Overcast"
"55.715559, -2.403535",06/06/2017,57.4,49.4,52.7,46,,1.09,0,0,19.4,165,34.4,11.3,86.3,95.27,"Rain, Overcast"
"55.715559, -2.403535",06/07/2017,60.9,46.5,52.9,39.4,,0.2,0,0,24.1,278.33,35.9,26.3,60.5,71.35,"Rain, Partially cloudy"
"55.715559, -2.403535",06/08/2017,60,48.5,54.1,47.6,,0.43,0,0,19.4,165.04,32.2,19.5,84.2,92.38,"Rain, Overcast"
"55.715559, -2.403535",06/09/2017,62.7,51.2,56.7,,,0.01,0,0,18.3,220.83,28.9,24,64.5,82.98,"Rain, Partially cloudy"
"55.715559, -2.403535",06/10/2017,64.7,51.9,56.5,,,0.08,0,0,21.9,199.58,39.1,23.3,69.1,88.61,"Rain, Partially cloudy"
"55.715559, -2.403535",06/11/2017,60.9,53,56,,,0.09,0,0,21.9,216.67,40.3,14.9,72.5,89.35,"Rain, Partially cloudy"
"55.715559, -2.403535",06/12/2017,60.9,50.3,56.1,,,0.02,0,0,20.8,248.33,39.1,30.5,67.4,77.26,"Rain, Partially cloudy"
"55.715559, -2.403535",06/13/2017,66.5,46.5,56.8,43.8,,0,0,0,23,225.42,28.9,28.9,50.7,83.83,Partially cloudy
"55.715559, -2.403535",06/14/2017,69.1,54.6,60.7,,,0,0,0,13.8,203.79,23,27.8,62.8,82.61,Partially cloudy
"55.715559, -2.403535",06/15/2017,62.9,49.7,56.6,46.9,,0.2,0,0,23,227.5,32.2,25.1,50.9,84.08,"Rain, Partially cloudy"
"55.715559, -2.403535",06/16/2017,61.8,50.1,56.9,,,0.01,0,0,17.2,237.92,30,25.3,70.5,85.11,"Rain, Partially cloudy"
"55.715559, -2.403535",06/17/2017,76.4,58.4,65.9,,,0,0,0,18.3,214.21,30.5,21.7,70.9,82.79,Partially cloudy
"55.715559, -2.403535",06/18/2017,76.2,52.8,65.4,,,0,0,0,13.9,218.79,28.9,23.3,39.8,77.02,Partially cloudy
"55.715559, -2.403535",06/19/2017,74.6,52.8,63,,,0,0,0,12.7,216.63,,25.6,54.5,81.17,Partially cloudy
"55.715559, -2.403535",06/20/2017,63.8,49.4,56.5,,,0,0,0,12.7,129.54,,29,67.8,86.61,Partially cloudy
"55.715559, -2.403535",06/21/2017,70.9,51.2,60.1,,,0.04,0,0,5.8,192.25,,19.2,46.2,90.83,"Rain, Partially cloudy"
"55.715559, -2.403535",06/22/2017,64.6,55.7,61.3,,,0,0,0,13.8,180.21,,16.6,62.2,86.83,Partially cloudy
"55.715559, -2.403535",06/23/2017,63.8,53.7,57.8,,,0.01,0,0,23,236.25,37.2,28.2,66.8,80.6,"Rain, Partially cloudy"
"55.715559, -2.403535",06/24/2017,61.8,51,55.2,,,0,0,0,24.1,247.08,40.6,27.5,77.5,66.72,Overcast
"55.715559, -2.403535",06/25/2017,62.9,47.6,54.9,41.8,,0,0,0,18.3,258.75,34.4,27.8,55.1,67.9,Partially cloudy
"55.715559, -2.403535",06/26/2017,58.4,47.4,53.6,43.1,,0,0,0,11.4,156.79,19.7,29.5,90.8,80.62,Overcast
"55.715559, -2.403535",06/27/2017,52.1,48.3,50.6,45.4,,0.32,0,0,12.7,92.08,28.9,16.2,91.7,96.71,"Rain, Overcast"
"55.715559, -2.403535",06/28/2017,54.8,50.3,52,,,0.01,0,0,17.2,47.5,31.1,20.7,75.5,87.64,"Rain, Overcast"
"55.715559, -2.403535",06/29/2017,53,50.1,51.7,,,1.19,0,0,24.1,27.5,40.3,5,89.2,97.57,"Rain, Overcast"
"55.715559, -2.403535",06/30/2017,54.6,52.4,53.4,,,0.13,0,0,15,112,,7.2,95.5,99,"Rain, Overcast"
"55.715559, -2.403535",07/01/2017,65.5,52.1,57.4,,,0,0,0,19.4,239.63,36.9,22.3,73.7,85.52,Partially cloudy
"55.715559, -2.403535",07/02/2017,61.8,49.4,55.6,46.5,,0,0,0,20.8,241.67,34.4,29.2,59.1,78.42,Partially cloudy
"55.715559, -2.403535",07/03/2017,63.6,51.2,56.6,,,0,0,0,13.8,256.67,,25.6,64.3,75.19,Partially cloudy
"55.715559, -2.403535",07/04/2017,53,48.3,51.1,47.5,,0.48,0,0,10.3,146.92,,14.1,67.2,95.55,"Rain, Partially cloudy"
"55.715559, -2.403535",07/05/2017,58.4,50.3,54.4,,,0.04,0,0,9.2,72.08,,23.2,88.4,89.76,"Rain, Overcast"
"55.715559, -2.403535",07/06/2017,69,50.3,59.2,,,0.06,0,0,8,214.08,,14.2,64.3,91.07,"Rain, Partially cloudy"
"55.715559, -2.403535",07/07/2017,67.3,50.1,59.5,,,0.01,0,0,15,239.63,,24.9,50.4,86.63,"Rain, Partially cloudy"
