Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"55.715559, -2.403535",11/14/2021,51,43.1,47.7,40.9,,0,0,0,10.3,215.54,13.9,27.5,89.2,90.8,Overcast
"55.715559, -2.403535",11/15/2021,54.6,41.3,48.2,36.6,,0.01,0,0,10.3,240.08,13.9,31.9,74.2,89.71,"Rain, Partially cloudy"
"55.715559, -2.403535",11/16/2021,49.4,41.3,45.8,36.1,,0,0,0,23,229.21,32.2,33.1,70.4,86.06,Partially cloudy
"55.715559, -2.403535",11/17/2021,48.8,40.2,44.9,34.8,,0.01,0,0,18.3,238.75,30,28.5,52.6,83.81,"Rain, Partially cloudy"
"55.715559, -2.403535",11/18/2021,56.9,48.5,54.7,41.9,,0,0,0,29.9,245.42,41.3,42.3,72.2,81.59,Partially cloudy
"55.715559, -2.403535",11/19/2021,56.6,50.3,54.3,,,0,0,0,19.7,241.25,34.4,43,62.6,79.22,Partially cloudy
"55.715559, -2.403535",11/20/2021,52.1,39.5,47.9,32.4,,0,0,0,19.7,243.33,28.9,38.7,62.3,82.49,Partially cloudy
"55.715559, -2.403535",11/21/2021,43.8,37.7,40.5,31.1,,0.08,0,0,13.9,305.83,25.3,39.2,44.4,79.91,"Rain, Partially cloudy"
"55.715559, -2.403535",11/22/2021,43.4,32.6,40,27.1,,0.02,0,0,11.4,250.21,12.8,42.8,61.2,85.28,"Rain, Partially cloudy"
"55.715559, -2.403535",11/23/2021,47.4,35.4,42.3,31.8,,0,0,0,11.4,231,11.4,42.3,77.8,89.54,Overcast
"55.715559, -2.403535",11/24/2021,46.7,32.7,42,27.1,,0,0,0,19.6,245.88,18.3,36.7,61.1,82.82,Partially cloudy
"55.715559, -2.403535",11/25/2021,40.4,35.3,38.4,28.1,,0,0,0,23,275.83,33.3,31.4,31,76.34,Partially cloudy
"55.715559, -2.403535",11/26/2021,45.2,35.7,40.2,23.1,,0.29,0,0,40.3,270.42,73.5,27.9,66.3,81.86,"Rain, Partially cloudy"
"55.715559, -2.403535",11/27/2021,38.9,31.2,35.5,21.5,,1.16,0,0,35.8,301.21,69.1,26.8,58.7,70.59,"Rain, Partially cloudy"
"55.715559, -2.403535",11/28/2021,36.2,30.5,33.5,22.3,,0,0.39,0.39,11.4,302.54,18.3,29.6,66.7,79.36,"Snow, Partially cloudy"
"55.715559, -2.403535",11/29/2021,49.2,28.1,36.4,20.9,,0.01,0,0.39,18.3,252.5,32.2,28.9,80.1,84.56,"Rain, Overcast"
"55.715559, -2.403535",11/30/2021,52.1,45.2,49.4,38.3,,0.02,0,0,17.2,241.25,23.3,22,91.8,88.77,"Rain, Overcast"
"55.715559, -2.403535",12/01/2021,44.9,35,40.1,27.7,,0.79,0,0,19.7,311.67,36.2,31.4,65.7,79.34,"Rain, Partially cloudy"
"55.715559, -2.403535",12/02/2021,38.4,31.4,34.2,23.9,,0.01,0,0,16.1,284.25,33.3,29.8,57.3,75.16,"Rain, Partially cloudy"
"55.715559, -2.403535",12/03/2021,44,32.6,39.5,25,,0,0,0,13.8,232.54,19.7,28.1,75.1,91.54,Overcast
"55.715559, -2.403535",12/04/2021,42.2,33.6,38.3,26.1,,0.52,0,0,17.2,275.04,34.4,23.3,77.5,89.92,"Rain, Overcast"
"55.715559, -2.403535",12/05/2021,41.1,32.1,38.5,25.9,,0.55,0,0,18.3,302.96,35.8,20.9,80.4,79.31,"Rain, Overcast"
"55.715559, -2.403535",12/06/2021,39.5,31.2,36.2,23.9,,0.03,0,0,12.8,223.42,22.3,33.6,60,89.71,"Rain, Partially cloudy"
"55.715559, -2.403535",12/07/2021,40.7,31.7,36.1,25.5,,0.12,0,0,25.3,153.92,43.8,26.6,64.3,90.78,"Rain, Partially cloudy"
"55.715559, -2.403535",12/08/2021,41.3,37.7,39.7,30.5,,0.06,0,0,18.4,219.96,31.1,28.9,82.5,90.03,"Rain, Overcast"
"55.715559, -2.403535",12/09/2021,42,33.5,37,27.1,,0,0,0,16,226.79,15,28.3,51,91.75,Partially cloudy
"55.715559, -2.403535",12/10/2021,41.6,30.8,37,25,,0.2,0,0,17.2,255.71,22.4,39.2,29.5,83.81,"Rain, Partially cloudy"
"55.715559, -2.403535",12/11/2021,45.8,30.8,39.2,25.6,,0.01,0,0,15,217.83,18.6,22.4,87.9,95.49,"Rain, Overcast"
"55.715559, -2.403535",12/12/2021,52.4,41.3,46,37.8,,0,0,0,29.9,210.83,49.4,18.4,87.1,92.54,Overcast
"55.715559, -2.403535",12/13/2021,52.1,35.9,42.8,30.2,,0.02,0,0,24.1,227.67,39.1,29.7,65.2,88.45,"Rain, Partially cloudy"
"55.715559, -2.403535",12/14/2021,47.4,35.3,43.6,28.3,,0,0,0,25.2,229.58,40.2,29.3,75,87.82,Partially cloudy
"55.715559, -2.403535",12/15/2021,49.4,47,48.3,38.9,,0,0,0,26.4,227.92,39.1,36.1,82.1,90.48,Overcast
"55.715559, -2.403535",12/16/2021,49.2,41.6,46.7,37.2,,0,0,0,17.2,231.83,13.9,29.7,62.6,90.49,Partially cloudy
"55.715559, -2.403535",12/17/2021,45.8,31.7,38.4,28.5,,0.01,0,0,10.3,243.33,5.8,14.5,16.6,94.43,Rain
"55.715559, -2.403535",12/18/2021,41.6,26.9,34,24.8,,0.01,0,0,6.9,232.17,4.7,12.1,27.1,95.68,"Rain, Partially cloudy"
"55.715559, -2.403535",12/19/2021,37.7,33.5,35.6,27.8,,0.02,0,0,6.9,253.58,4.7,2.4,95.6,99.93,"Rain, Overcast"
"55.715559, -2.403535",12/20/2021,39.5,37.5,38.5,35.3,,0.02,0,0,3.4,180.46,10.1,10.3,95,95.77,"Rain, Overcast"
"55.715559, -2.403535",12/21/2021,37.1,32.6,34.8,25.6,,0,0,0,8,231.25,9.2,10.3,100,90.57,Overcast
"55.715559, -2.403535",12/22/2021,35,31.4,32.5,25.2,,0.09,0,0,6.9,203.5,6.9,2.7,96.2,94.06,"Rain, Overcast"
"55.715559, -2.403535",12/23/2021,42.5,35,39,32.2,,0.28,0,0,6.9,113.46,8.1,1.4,94.2,99.87,"Rain, Overcast"
"55.715559, -2.403535",12/24/2021,42.2,34.1,39.3,27.3,,0.18,0,0,16.1,83.75,23.8,22.1,82.6,88.27,"Rain, Overcast"
"55.715559, -2.403535",12/25/2021,37.1,32.6,35.4,25.6,,0.01,0,0,17.2,98.33,30.3,26.5,74.6,73.91,"Rain, Partially cloudy"
"55.715559, -2.403535",12/26/2021,38.6,33.5,36.4,26.7,,0.04,0,0,12.8,130.83,26.1,12.5,78.7,89.41,"Rain, Overcast"
"55.715559, -2.403535",12/27/2021,41.1,34.1,37.5,32.8,,0.02,0,0,6.9,187.42,13.9,2.7,94.9,99.18,"Rain, Overcast"
"55.715559, -2.403535",12/28/2021,44.9,35,42.7,29.9,,0.08,0,0,13.9,157.92,19.7,13.1,86.2,96.06,"Rain, Overcast"
"55.715559, -2.403535",12/29/2021,51.5,33.5,42.3,28,,0.32,0,0,24.1,219.29,43.8,12.8,70.4,91.19,"Rain, Partially cloudy"
"55.715559, -2.403535",12/30/2021,55.1,49.2,51.4,42.6,,0,0,0,25.2,226.75,35.8,33.1,69.6,88.81,Partially cloudy
"55.715559, -2.403535",12/31/2021,55.1,48.3,50.8,45.8,,0.12,0,0,17.2,211.38,30.1,13.2,80.5,94.25,"Rain, Overcast"
"55.715559, -2.403535",01/01/2022,55.1,45.8,51.7,36.9,,0.06,0,0,32.2,212.96,46,15.4,67.9,85.34,"Rain, Partially cloudy"
"55.715559, -2.403535",01/02/2022,48.8,44.3,46.7,37.9,,0.08,0,0,26.4,220.88,36.9,18.8,60.6,85.27,"Rain, Partially cloudy"
"55.715559, -2.403535",01/03/2022,47.4,30.5,41,24.1,,0.32,0,0,21.9,209.63,36.6,21.8,80.6,85.54,"Rain, Overcast"
"55.715559, -2.403535",01/04/2022,36.6,29.4,33.8,21.3,,0,0,0,20.8,272.13,34.4,30.8,10.6,73.54,Clear
"55.715559, -2.403535",01/05/2022,39.5,28.1,35.4,20.9,,0,0,0,19.6,290.83,40.2,30.5,17,71.24,Clear
"55.715559, -2.403535",01/06/2022,37.7,26.7,33.1,19.2,,0.02,0,0,16.1,207.29,28.1,30.1,68.3,89.39,"Rain, Partially cloudy"
"55.715559, -2.403535",01/07/2022,36.6,29.6,33.7,21.6,,0.01,0,0,17.2,236.29,22.2,41.6,46.2,86.44,"Rain, Partially cloudy"
"55.715559, -2.403535",01/08/2022,40.7,32.1,36.2,23.2,,0.1,0,0,11.4,225.42,20.6,20,75.2,92.35,"Rain, Overcast"
"55.715559, -2.403535",01/09/2022,38.9,31.8,35.8,25.2,,0.02,0,0,11.4,225.88,16.1,30.8,69.4,92.8,"Rain, Partially cloudy"
"55.715559, -2.403535",01/10/2022,47,36.8,41.7,32.1,,0,0,0,13.9,219.21,19.4,26.2,94.2,93.22,Overcast
"55.715559, -2.403535",01/11/2022,44.3,34.4,39.5,30.2,,0.01,0,0,14.9,235.13,12.8,16.7,45.7,89.14,"Rain, Partially cloudy"
"55.715559, -2.403535",01/12/2022,47.9,41.1,44.3,34.3,,0,0,0,17.2,225.83,33.3,24.6,60.5,87.13,Partially cloudy
"55.715559, -2.403535",01/13/2022,45.2,38.9,42.9,31,,0,0,0,16.1,232.5,23.3,35.9,78.6,83.77,Overcast
"55.715559, -2.403535",01/14/2022,42.9,37.7,40.3,30.8,,0.01,0,0,12.7,225.83,20.3,21,76.3,95.17,"Rain, Overcast"
"55.715559, -2.403535",01/15/2022,39.8,31.4,36.9,26.1,,0,0,0,10.3,237.75,6.9,12.2,76.8,92.66,Overcast
"55.715559, -2.403535",01/16/2022,45.6,37.5,41,30.9,,0,0,0,12.7,253.38,17,25.8,49.3,80.78,Partially cloudy
"55.715559, -2.403535",01/17/2022,46.1,35.9,40.2,28.3,,0,0,0,16.1,228.04,20.8,28.3,21.4,87.28,Clear
"55.715559, -2.403535",01/18/2022,44.9,36.6,40.9,28.2,,0,0,0,20.8,229.75,33.3,14.1,74.7,91.73,Partially cloudy
"55.715559, -2.403535",01/19/2022,47,39.8,43.8,34.4,,0.02,0,0,21.9,268.33,36.9,32.8,61.8,75.12,"Rain, Partially cloudy"
"55.715559, -2.403535",01/20/2022,42,31.7,36.7,25.2,,0,0,0,11.4,295,22.3,33,50.8,68.86,Partially cloudy
"55.715559, -2.403535",01/21/2022,46.7,29.6,38.1,22.6,,0,0,0,15,236.29,18.3,38.9,30.4,88.16,Partially cloudy
"55.715559, -2.403535",01/22/2022,49.2,39.3,42.8,32.7,,0,0,0,12.7,216.25,15,42.7,67,88.18,Partially cloudy
"55.715559, -2.403535",01/23/2022,43.8,41.3,42.6,33,,0,0,0,18.3,228.33,28.8,36.2,100,80.97,Overcast
"55.715559, -2.403535",01/24/2022,45.8,35.9,41.1,28.9,,0,0,0,16.1,224.63,20.8,13.4,58.9,90.27,Partially cloudy
"55.715559, -2.403535",01/25/2022,41.3,33.5,37.4,26.7,,0.01,0,0,14.9,242.08,18.3,8.3,70.7,91.28,"Rain, Partially cloudy"
"55.715559, -2.403535",01/26/2022,51.5,38.1,43.9,30.1,,0,0,0,29.9,224.58,42.5,23.3,82.1,89.19,Overcast
"55.715559, -2.403535",01/27/2022,49.4,35.3,43.9,31.3,,0,0,0,26.3,261.25,47.1,39.3,38.7,77.07,Partially cloudy
"55.715559, -2.403535",01/28/2022,51.2,34.1,42.7,29.8,,0,0,0,21.9,232.25,33.3,30.3,69.6,87.48,Partially cloudy
"55.715559, -2.403535",01/29/2022,52.1,35.9,46.5,28.9,,0,0,0,38,257.25,70.2,27.1,54.2,71.38,Partially cloudy
"55.715559, -2.403535",01/30/2022,43.4,34.1,38.6,28.3,,0.08,0,0,29.9,237.17,52.9,25.6,72.3,83.2,"Rain, Partially cloudy"
"55.715559, -2.403535",01/31/2022,44,36.8,40.4,27.7,,0.02,0,0,29.9,270.83,46,35.1,54.7,68.63,"Rain, Partially cloudy"
"55.715559, -2.403535",02/01/2022,51.2,42.2,47.9,34.3,,0,0,0,35.7,264.17,59.8,21.6,51.9,72.85,Partially cloudy
"55.715559, -2.403535",02/02/2022,50.6,44.7,47.7,39.9,,0,0,0,17.2,248.75,23.4,38.4,79.7,84.09,Overcast
"55.715559, -2.403535",02/03/2022,50.6,40.7,46.9,32.5,,0,0,0,31,228.33,46,35.3,75.1,84.23,Overcast
"55.715559, -2.403535",02/04/2022,40.4,34.1,36.9,25.6,,0.03,0,0,21.9,247.5,35.7,32.8,45.2,77.6,"Rain, Partially cloudy"
"55.715559, -2.403535",02/05/2022,45.2,33.9,39.6,24.3,,0.01,0,0,29.9,237.08,43.8,30.3,58.7,86.8,"Rain, Partially cloudy"
"55.715559, -2.403535",02/06/2022,39.5,35,37.1,24.4,,0.02,0,0,21.9,264.88,36.8,39.2,38.4,80.21,"Rain, Partially cloudy"
"55.715559, -2.403535",02/07/2022,49.7,29.9,40.1,23,,0,0,0,25.3,218.79,39.1,30.4,61.3,84.58,Partially cloudy
"55.715559, -2.403535",02/08/2022,52.1,42.5,46.3,35.4,,0.01,0,0,24.1,243.33,43.8,38,56.2,72.79,"Rain, Partially cloudy"
"55.715559, -2.403535",02/09/2022,43.1,35,39.7,26.3,,0.01,0,0,23,243.75,35.7,34.6,46.2,78.2,"Rain, Partially cloudy"
"55.715559, -2.403535",02/10/2022,44,32.6,37.3,23.6,,0,0,0,28.8,258.33,49.4,33.7,39.9,76.47,Partially cloudy
"55.715559, -2.403535",02/11/2022,40.4,24.5,34.4,19,,0,0,0,18.3,234.67,28.5,27.2,31.3,80.61,Partially cloudy
"55.715559, -2.403535",02/12/2022,48.3,39.8,43.9,29.6,,0.17,0,0,31,217.5,43.8,26.5,76.7,87.99,"Rain, Overcast"
"55.715559, -2.403535",02/13/2022,45.2,42.2,43.5,34.6,,0.36,0,0,21.9,132.46,35.8,8,77.1,94.8,"Rain, Overcast"
"55.715559, -2.403535",02/14/2022,46.5,38.6,42.5,33.6,,0.14,0,0,16,273.71,18.2,26.2,70.9,85.59,"Rain, Partially cloudy"
"55.715559, -2.403535",02/15/2022,43.4,33.9,39,27.3,,0.04,0,0,23,224.63,35.7,28.8,51,85.92,"Rain, Partially cloudy"
"55.715559, -2.403535",02/16/2022,52.4,39.8,45.3,32.3,,0.66,0,0,33.3,230.42,59.9,17.7,62.9,83.48,"Rain, Partially cloudy"
"55.715559, -2.403535",02/17/2022,43.8,35.3,40,25.6,,0.02,0,0,28.8,259.63,49.3,38.1,47.4,73.65,"Rain, Partially cloudy"
"55.715559, -2.403535",02/18/2022,42.5,32.6,36.1,22.4,,0.32,0,0,25.2,212.5,44.9,16.5,76.3,91.86,"Rain, Overcast"
"55.715559, -2.403535",02/19/2022,42,34.4,37.1,23.6,,0.08,0.39,0.39,19.7,236.29,32.2,38.9,50,84.22,"Snow, Partially cloudy"
"55.715559, -2.403535",02/20/2022,51.2,34.8,43.2,24.4,,0.21,0.25,0.64,24.2,240.83,42.4,15,63.6,82.75,"Snow, Partially cloudy"
"55.715559, -2.403535",02/21/2022,48.8,33.5,41.6,21.2,,0.3,0.15,0.79,25.2,282.5,39.1,30.3,56.9,77.46,"Snow, Partially cloudy"
"55.715559, -2.403535",02/22/2022,47.6,37.1,42.7,29,,0.08,0,0,28.8,242.5,44.9,21,56.1,80.85,"Rain, Partially cloudy"
"55.715559, -2.403535",02/23/2022,46.7,36.8,42.1,27,,0.16,0,0,36.9,228.75,55.2,18.8,70.1,82.95,"Rain, Partially cloudy"
"55.715559, -2.403535",02/24/2022,39.8,32.3,35.4,22,,0.09,0,0,21.9,238.33,35.8,29.5,39.3,81.47,"Rain, Partially cloudy"
"55.715559, -2.403535",02/25/2022,47.4,36.2,40.9,26,,0.02,0,0,23,252.5,39.1,26.6,36.7,74.75,"Rain, Partially cloudy"
"55.715559, -2.403535",02/26/2022,47.6,42.2,44.9,33.6,,0,0,0,26.3,209.17,40.2,25.8,53.8,75.32,Partially cloudy
"55.715559, -2.403535",02/27/2022,47.9,33.9,40.7,27.1,,0,0,0,21.9,180.92,35.7,32.2,9.4,65.99,Clear
"55.715559, -2.403535",02/28/2022,48.5,37.7,43.5,30.2,,0.04,0,0,17.2,220.42,27,25,78.3,84.36,"Rain, Overcast"
"55.715559, -2.403535",03/01/2022,48.3,29,37.4,23.9,,0,0,0,9.2,148.04,10.2,19.8,13.7,83.93,Clear
"55.715559, -2.403535",03/02/2022,41.6,29.6,37.5,22.6,,0.03,0,0,13.9,113.38,25.5,7.7,82.4,94.94,"Rain, Overcast"
"55.715559, -2.403535",03/03/2022,45.2,39.5,42.1,34.2,,0.08,0,0,10.3,169.17,21.8,2.9,90.4,91.89,"Rain, Overcast"
"55.715559, -2.403535",03/04/2022,43.1,37.7,40.2,33.1,,0.39,0,0,8.1,322.08,12,23.8,83.4,90.66,"Rain, Overcast"
"55.715559, -2.403535",03/05/2022,45.6,33.9,39.1,26.7,,0,0,0,16.1,247.08,24.5,36.1,19.2,77.92,Clear
"55.715559, -2.403535",03/06/2022,46.7,30.5,38.1,27.8,,0.01,0,0,8,217.29,10.2,21.1,40.5,85.69,"Rain, Partially cloudy"
"55.715559, -2.403535",03/07/2022,45.6,27.8,36.1,22.6,,0.01,0,0,12.7,196.67,19.8,27.2,23.3,81.92,Rain
"55.715559, -2.403535",03/08/2022,47.9,34.4,40.9,25.1,,0,0,0,21.9,156.25,32.2,12.5,45.7,66.94,Partially cloudy
"55.715559, -2.403535",03/09/2022,54.2,38.6,46.4,32.4,,0,0,0,23,178.75,36.9,20.7,62.8,73.67,Partially cloudy
"55.715559, -2.403535",03/10/2022,53.9,45.8,49.3,41.9,,0,0,0,19.7,180,31.1,33.2,85.9,75.78,Overcast
"55.715559, -2.403535",03/11/2022,53.3,44.7,48,38.9,,0,0,0,18.3,120.79,32,6,84.6,84.12,Overcast
"55.715559, -2.403535",03/12/2022,50.6,41.6,45.3,36.5,,0.09,0,0,24.1,166.67,38,34.3,70.1,84.02,"Rain, Partially cloudy"
"55.715559, -2.403535",03/13/2022,52.4,42.5,46.1,36.2,,0,0,0,20.8,134.25,28.9,24.5,74.6,78.96,Partially cloudy
"55.715559, -2.403535",03/14/2022,49.7,38,43.3,33.1,,0.16,0,0,20.8,223,34.4,23.7,65.7,84.77,"Rain, Partially cloudy"
"55.715559, -2.403535",03/15/2022,51.2,34.1,42.8,31.1,,0.05,0,0,18.3,198.21,20.8,25.7,83.2,83.82,"Rain, Overcast"
"55.715559, -2.403535",03/16/2022,45.8,38.9,42.7,36.1,,0.24,0,0,9.1,237.96,13.1,16.9,88.8,92.18,"Rain, Overcast"
"55.715559, -2.403535",03/17/2022,51.2,33.5,41.5,27.4,,0,0,0,29.9,240.42,41.3,24.6,41.2,80.18,Partially cloudy
"55.715559, -2.403535",03/18/2022,55.1,32.3,42.6,27.4,,0,0,0,16.1,202.08,19.7,16.4,10.7,75.16,Clear
"55.715559, -2.403535",03/19/2022,58.7,36.6,44.2,31.1,,0,0,0,19.6,133.29,19,16.2,1.9,78.67,Clear
"55.715559, -2.403535",03/20/2022,50.1,33.2,40.4,29.8,,0,0,0,16.1,136.38,22.7,10.6,35.4,81.09,Partially cloudy
"55.715559, -2.403535",03/21/2022,49.7,30.3,39.2,22.9,,0.01,0,0,8,196.67,12.1,5.6,49.6,83.33,"Rain, Partially cloudy"
"55.715559, -2.403535",03/22/2022,61.9,35,46.7,32,,0,0,0,10.3,187.29,20.8,6.5,31.5,76.31,Partially cloudy
"55.715559, -2.403535",03/23/2022,64.5,36.2,49.3,33.1,,0,0,0,9.1,194.67,13.1,6.2,35.7,74.96,Partially cloudy
"55.715559, -2.403535",03/24/2022,61.1,37.7,49.4,33.1,,0,0,0,13.8,233.17,14.1,14,45.1,69.38,Partially cloudy
"55.715559, -2.403535",03/25/2022,62.3,38.9,48.5,34.6,,0,0,0,9.2,205.58,12.7,9,19.1,82.95,Clear
"55.715559, -2.403535",03/26/2022,62.8,37.1,48,36.9,,0,0,0,8,199.13,10.2,10.8,23.2,82.91,Clear
"55.715559, -2.403535",03/27/2022,62.3,37.1,49.7,35.7,,0,0,0,10.3,204.52,13.9,12.2,27.4,77.14,Partially cloudy
"55.715559, -2.403535",03/28/2022,55.1,37.7,44.6,32.4,,0,0,0,10.3,160.79,10.5,6.9,70.2,86.74,Partially cloudy
"55.715559, -2.403535",03/29/2022,47.6,33.5,40.9,28.3,,0.01,0,0,16.1,132.5,13.3,3.6,86.9,94.37,"Rain, Overcast"
"55.715559, -2.403535",03/30/2022,40.2,33.2,36.4,23.6,,0.19,0,0,16.1,80,31,26.7,65.1,82.4,"Rain, Partially cloudy"
"55.715559, -2.403535",03/31/2022,41.6,33,35.9,24.2,,0.04,0,0,16.1,144.46,29.9,37,38.9,80.05,"Rain, Partially cloudy"
"55.715559, -2.403535",04/01/2022,44,33.5,38.3,25.5,,0.02,0,0,10.3,206.13,16.1,37.9,65.9,75.1,"Rain, Partially cloudy"
"55.715559, -2.403535",04/02/2022,45.8,29.6,38.1,26.1,,0.02,0,0,10.3,169.79,14.7,31.4,60.5,81.59,"Rain, Partially cloudy"
"55.715559, -2.403535",04/03/2022,48.5,34.8,40.9,27.6,,0.02,0,0,21.9,259.63,34.4,31.8,66,78.48,"Rain, Partially cloudy"
"55.715559, -2.403535",04/04/2022,56.9,42.6,50.5,35.5,,0.08,0,0,20.8,245.29,32.2,35.1,78.4,83.06,"Rain, Overcast"
"55.715559, -2.403535",04/05/2022,53.3,40.4,46.9,36.5,,0.37,0,0,23,181.88,38,22.3,88.4,89.68,"Rain, Overcast"
"55.715559, -2.403535",04/06/2022,51.2,36.8,45.9,30.6,,0.03,0,0,21.9,232.92,40.2,35.9,60.1,79.25,"Rain, Partially cloudy"
"55.715559, -2.403535",04/07/2022,44.3,34.4,39,27,,0.24,0,0,21.9,285,38,28.8,68.3,83.35,"Rain, Partially cloudy"
"55.715559, -2.403535",04/08/2022,47,31.7,40.1,27.1,,0,0,0,13.9,299.63,20.4,41.6,31.2,64.62,Partially cloudy
"55.715559, -2.403535",04/09/2022,47.4,33,39.5,25,,0,0,0,16.1,285.83,28.8,40,39.7,63.03,Partially cloudy
"55.715559, -2.403535",04/10/2022,51,28.7,40.2,20.5,,0,0,0,13.8,186.79,15,40.9,54.6,74.46,Partially cloudy
"55.715559, -2.403535",04/11/2022,51,36.2,43.5,31.1,,0,0,0,21.9,117.08,28.8,14.4,73.9,81.94,Partially cloudy
"55.715559, -2.403535",04/12/2022,46.7,42.5,44.5,36.7,,0.2,0,0,15,77.92,17.8,4.7,90,92.27,"Rain, Overcast"
"55.715559, -2.403535",04/13/2022,56.6,44,49.2,41.9,,0.12,0,0,16.1,216.54,21,20.7,91.3,88.58,"Rain, Overcast"
"55.715559, -2.403535",04/14/2022,58.7,42.5,49.9,40.3,,0,0,0,12.7,159.38,13.3,25,77.5,86.53,Overcast
"55.715559, -2.403535",04/15/2022,60.1,46.7,52.3,44.2,,0,0,0,10.3,152.46,13.5,14.7,79.6,87.55,Overcast
"55.715559, -2.403535",04/16/2022,61.1,40.4,51.1,38.2,,0.01,0,0,15,165.83,20,10.2,68.4,88.03,"Rain, Partially cloudy"
"55.715559, -2.403535",04/17/2022,63.8,44.9,53.2,43.5,,0,0,0,15,170.5,20.8,8.9,45.6,83.28,Partially cloudy
"55.715559, -2.403535",04/18/2022,56.6,38.6,50,33.5,,0.01,0,0,17.2,227.63,25.3,35.7,59.5,75.82,"Rain, Partially cloudy"
"55.715559, -2.403535",04/19/2022,56.6,34.1,44.9,28.9,,0,0,0,11.4,162.17,12.3,28.3,49.5,79.76,Partially cloudy
"55.715559, -2.403535",04/20/2022,55.7,34.1,45.5,31.9,,0,0,0,12.7,131.88,19.7,19,42.9,83.93,Partially cloudy
"55.715559, -2.403535",04/21/2022,52.4,40.5,46.3,35.4,,0,0,0,16.1,46.96,22.7,7.1,77.9,87.81,Overcast
"55.715559, -2.403535",04/22/2022,54.6,43.4,47.7,37.2,,0,0,0,17.2,40.04,27,14.1,52.9,82.74,Partially cloudy
"55.715559, -2.403535",04/23/2022,52.8,43.1,46.4,36.9,,0,0,0,21.9,31.25,29.5,13.4,60.2,86.57,Partially cloudy
"55.715559, -2.403535",04/24/2022,48.8,42.9,44.4,36.1,,0,0,0,16.1,29.17,28.6,12,71.4,87.55,Partially cloudy
"55.715559, -2.403535",04/25/2022,49.4,39.3,44.5,35.9,,0,0,0,10.3,100.38,21.3,23.3,75.7,80.63,Overcast
"55.715559, -2.403535",04/26/2022,48.5,40.4,43.8,37.1,,0.03,0,0,12.7,122.5,19.4,27.7,87.5,82.01,"Rain, Overcast"
"55.715559, -2.403535",04/27/2022,47.6,35.3,42.7,32.6,,0,0,0,8.1,62.08,15.7,21.5,83.4,69.66,Overcast
"55.715559, -2.403535",04/28/2022,52.4,28.7,41.5,23.9,,0,0,0,8,173.46,10.2,17.6,54.3,76.98,Partially cloudy
"55.715559, -2.403535",04/29/2022,58.4,31.4,46.6,28.1,,0,0,0,9.2,167.67,13.9,20.8,46.2,71.72,Partially cloudy
"55.715559, -2.403535",04/30/2022,58.2,39.4,48.4,37.1,,0.02,0,0,20.7,229.63,28.8,13.3,65.7,78.12,"Rain, Partially cloudy"
"55.715559, -2.403535",05/01/2022,59.6,47,53,42.7,,0.08,0,0,9.2,207.25,10.9,29.8,92.5,86.47,"Rain, Overcast"
"55.715559, -2.403535",05/02/2022,52.4,45.2,49.4,41.5,,0,0,0,11.4,111.25,16.9,24.9,95.8,84.26,Overcast
"55.715559, -2.403535",05/03/2022,53,42.5,47.4,39.3,,0,0,0,9.2,134.63,10.5,16.8,90.9,86.98,Overcast
"55.715559, -2.403535",05/04/2022,62.7,47.4,53.6,44.2,,0.04,0,0,18.3,244.58,29.9,28.3,62.2,82.07,"Rain, Partially cloudy"
"55.715559, -2.403535",05/05/2022,58.2,38.6,50.3,36.4,,0.01,0,0,16.1,216.29,21.3,33.5,67.8,86.78,"Rain, Partially cloudy"
"55.715559, -2.403535",05/06/2022,61,49.7,54.9,45.3,,0.01,0,0,16.1,245,28.1,28.6,49.2,80.67,"Rain, Partially cloudy"
"55.715559, -2.403535",05/07/2022,55.7,45.2,50.4,42.8,,0.01,0,0,9.2,97.92,12,17.5,76.7,77.86,"Rain, Overcast"
"55.715559, -2.403535",05/08/2022,64.1,42.5,52.6,38.3,,0,0,0,13.9,219.17,20.1,23.5,52.1,73.84,Partially cloudy
"55.715559, -2.403535",05/09/2022,59.1,46.1,52.5,43.2,,0,0,0,23,206.08,36.9,15.4,64.8,85.63,Partially cloudy
"55.715559, -2.403535",05/10/2022,59.3,46.5,52.3,41,,0.17,0,0,24.1,226.29,38,28.3,55.2,81.11,"Rain, Partially cloudy"
"55.715559, -2.403535",05/11/2022,57.3,44,51.6,41,,0.01,0,0,24.1,247.5,33.3,33.3,43.5,73.66,"Rain, Partially cloudy"
"55.715559, -2.403535",05/12/2022,56,41.1,49.3,38,,0,0,0,23,228.33,34.4,32.9,51.1,76.72,Partially cloudy
"55.715559, -2.403535",05/13/2022,55.7,47,51.8,42.3,,0.01,0,0,20.8,237.5,38,21.2,79.6,79.14,"Rain, Overcast"
"55.715559, -2.403535",05/14/2022,64.7,47,54.9,44.9,,0,0,0,12.7,216.58,21.6,12.4,54.2,73.93,Partially cloudy
"55.715559, -2.403535",05/15/2022,65.9,43.4,52.5,41.9,,0,0,0,17.2,98.33,25,10.4,61.6,82.94,Partially cloudy
"55.715559, -2.403535",05/16/2022,54.8,48.8,50.6,43.7,,0.55,0,0,12.7,75,19.9,5.8,89.6,97.45,"Rain, Overcast"
